0,1,2,3,4,loc,mean,prot,sample,sd
20180718-1315-0007,HPCA,cyto,16768.75985286867,1463.670149877549,,,,,
20180718-1315-0007,HPCA,memb,3047.817477086011,2305.466656108861,,,,,
20180718-1315-0007,YFP,cyto,17405.728502529946,6863.651132311515,,,,,
20180718-1315-0007,YFP,memb,31303.98756947237,17227.89829355746,,,,,
