sample,channel,frame,angl,val
20180718-1315-0007,ch1,9,0,211.2620086669922
20180718-1315-0007,ch1,9,0,176.7382354736328
20180718-1315-0007,ch1,9,0,161.42819213867188
20180718-1315-0007,ch1,9,0,149.72702026367188
20180718-1315-0007,ch1,9,0,142.42840576171875
20180718-1315-0007,ch1,9,0,139.9349365234375
20180718-1315-0007,ch1,9,0,142.13204956054688
20180718-1315-0007,ch1,9,0,148.6544952392578
20180718-1315-0007,ch1,9,0,158.8325653076172
20180718-1315-0007,ch1,9,0,171.54666137695312
20180718-1315-0007,ch1,9,0,185.208740234375
20180718-1315-0007,ch1,9,0,197.6110382080078
20180718-1315-0007,ch1,9,0,206.54110717773438
20180718-1315-0007,ch1,9,0,210.73898315429688
20180718-1315-0007,ch1,9,0,209.66055297851562
20180718-1315-0007,ch1,9,0,204.50796508789062
20180718-1315-0007,ch1,9,0,197.33114624023438
20180718-1315-0007,ch1,9,0,190.29257202148438
20180718-1315-0007,ch1,9,0,185.3107147216797
20180718-1315-0007,ch1,9,0,183.68643188476562
20180718-1315-0007,ch1,9,0,186.02362060546875
20180718-1315-0007,ch1,9,0,192.1760711669922
20180718-1315-0007,ch1,9,0,201.50772094726562
20180718-1315-0007,ch1,9,0,212.74191284179688
20180718-1315-0007,ch1,9,0,224.18014526367188
20180718-1315-0007,ch1,9,0,233.84542846679688
20180718-1315-0007,ch1,9,0,240.02096557617188
20180718-1315-0007,ch1,9,0,241.46881103515625
20180718-1315-0007,ch1,9,0,237.9165802001953
20180718-1315-0007,ch1,9,0,230.20811462402344
20180718-1315-0007,ch1,9,0,220.11270141601562
20180718-1315-0007,ch1,9,0,209.82965087890625
20180718-1315-0007,ch1,9,0,201.38436889648438
20180718-1315-0007,ch1,9,0,196.29122924804688
20180718-1315-0007,ch1,9,0,194.99183654785156
20180718-1315-0007,ch1,9,0,197.00518798828125
20180718-1315-0007,ch1,9,0,200.6639862060547
20180718-1315-0007,ch1,9,0,203.9703369140625
20180718-1315-0007,ch1,9,0,204.8370361328125
20180718-1315-0007,ch1,9,0,201.89895629882812
20180718-1315-0007,ch1,9,0,195.2802734375
20180718-1315-0007,ch1,9,0,186.1795654296875
20180718-1315-0007,ch1,9,0,176.63287353515625
20180718-1315-0007,ch1,9,0,168.54837036132812
20180718-1315-0007,ch1,9,0,162.96078491210938
20180718-1315-0007,ch1,9,0,159.75924682617188
20180718-1315-0007,ch1,9,0,157.79946899414062
20180718-1315-0007,ch1,9,0,155.60055541992188
20180718-1315-0007,ch1,9,0,151.56907653808594
20180718-1315-0007,ch1,9,0,145.13436889648438
20180718-1315-0007,ch1,9,0,136.26431274414062
20180718-1315-0007,ch1,9,0,125.61769104003906
20180718-1315-0007,ch1,9,0,114.20660400390625
20180718-1315-0007,ch1,9,0,102.34561157226562
20180718-1315-0007,ch1,9,0,90.201416015625
20180718-1315-0007,ch1,9,0,77.51504516601562
20180718-1315-0007,ch1,9,0,64.18372344970703
20180718-1315-0007,ch1,9,0,50.55889892578125
20180718-1315-0007,ch1,9,0,37.56107711791992
20180718-1315-0007,ch1,9,0,26.166217803955078
20180718-1315-0007,ch1,9,0,17.147350311279297
20180718-1315-0007,ch1,9,0,10.723358154296875
20180718-1315-0007,ch1,9,0,6.564089298248291
20180718-1315-0007,ch1,9,0,4.108297348022461
20180718-1315-0007,ch1,9,0,2.77984619140625
20180718-1315-0007,ch1,9,0,2.14005184173584
20180718-1315-0007,ch1,9,0,1.9590532779693604
20180718-1315-0007,ch1,9,0,2.126417636871338
20180718-1315-0007,ch1,9,0,2.625119209289551
20180718-1315-0007,ch1,9,0,3.459962844848633
20180718-1315-0007,ch1,9,0,4.538378715515137
20180718-1315-0007,ch1,9,0,5.566823482513428
20180718-1315-0007,ch1,9,0,6.173296928405762
20180718-1315-0007,ch1,9,0,5.989166259765625
20180718-1315-0007,ch1,9,0,5.035962104797363
20180718-1315-0007,ch1,9,0,3.660188674926758
20180718-1315-0007,ch1,9,0,2.2786107063293457
20180718-1315-0007,ch1,9,0,1.2636082172393799
20180718-1315-0007,ch1,9,0,0.6545419692993164
20180718-1315-0007,ch1,9,0,0.34299156069755554
20180718-1315-0007,ch1,9,0,0.20346170663833618
20180718-1315-0007,ch1,9,0,0.15516135096549988
20180718-1315-0007,ch1,9,0,0.16585801541805267
20180718-1315-0007,ch1,9,0,0.24463772773742676
20180718-1315-0007,ch1,9,0,0.4441871643066406
20180718-1315-0007,ch1,9,0,0.86482834815979
20180718-1315-0007,ch1,9,0,1.6065243482589722
20180718-1315-0007,ch1,9,0,2.6979236602783203
20180718-1315-0007,ch1,9,0,3.9457123279571533
20180718-1315-0007,ch1,9,0,5.002100944519043
20180718-1315-0007,ch1,9,0,5.553779602050781
20180718-1315-0007,ch1,9,0,5.449487686157227
20180718-1315-0007,ch1,9,0,4.819116592407227
20180718-1315-0007,ch1,9,0,3.947178363800049
20180718-1315-0007,ch1,9,0,3.0901811122894287
20180718-1315-0007,ch1,9,0,2.39215087890625
20180718-1315-0007,ch1,9,0,1.8823490142822266
20180718-1315-0007,ch1,9,0,1.5430817604064941
20180718-1315-0007,ch1,9,0,1.330636739730835
20180718-1315-0007,ch1,9,0,1.2091219425201416
20180718-1315-0007,ch1,9,0,1.1636569499969482
20180718-1315-0007,ch1,9,0,1.1847230195999146
20180718-1315-0007,ch1,9,0,1.281173825263977
20180718-1315-0007,ch1,9,0,1.459916114807129
20180718-1315-0007,ch1,9,0,1.7546817064285278
20180718-1315-0007,ch1,9,0,2.1470694541931152
20180718-1315-0007,ch1,9,0,2.6452691555023193
