sample,channel,frame,angl,val
20180718-1315-0007,ch1,10,0,315.79876708984375
20180718-1315-0007,ch1,10,0,301.1916198730469
20180718-1315-0007,ch1,10,0,297.1407470703125
20180718-1315-0007,ch1,10,0,295.97235107421875
20180718-1315-0007,ch1,10,0,297.85211181640625
20180718-1315-0007,ch1,10,0,302.5577392578125
20180718-1315-0007,ch1,10,0,309.3604736328125
20180718-1315-0007,ch1,10,0,317.2626953125
20180718-1315-0007,ch1,10,0,325.07061767578125
20180718-1315-0007,ch1,10,0,331.1547546386719
20180718-1315-0007,ch1,10,0,334.09161376953125
20180718-1315-0007,ch1,10,0,333.2324523925781
20180718-1315-0007,ch1,10,0,328.3817443847656
20180718-1315-0007,ch1,10,0,320.5953063964844
20180718-1315-0007,ch1,10,0,311.7641906738281
20180718-1315-0007,ch1,10,0,304.11029052734375
20180718-1315-0007,ch1,10,0,299.2078857421875
20180718-1315-0007,ch1,10,0,298.64080810546875
20180718-1315-0007,ch1,10,0,303.00054931640625
20180718-1315-0007,ch1,10,0,312.28125
20180718-1315-0007,ch1,10,0,326.1788635253906
20180718-1315-0007,ch1,10,0,343.16558837890625
20180718-1315-0007,ch1,10,0,361.3883056640625
20180718-1315-0007,ch1,10,0,378.342529296875
20180718-1315-0007,ch1,10,0,391.1175537109375
20180718-1315-0007,ch1,10,0,397.97088623046875
20180718-1315-0007,ch1,10,0,397.8473815917969
20180718-1315-0007,ch1,10,0,391.6219482421875
20180718-1315-0007,ch1,10,0,382.198974609375
20180718-1315-0007,ch1,10,0,373.2938537597656
20180718-1315-0007,ch1,10,0,368.5705261230469
20180718-1315-0007,ch1,10,0,370.798583984375
20180718-1315-0007,ch1,10,0,380.54595947265625
20180718-1315-0007,ch1,10,0,395.88250732421875
20180718-1315-0007,ch1,10,0,412.97125244140625
20180718-1315-0007,ch1,10,0,426.6265869140625
20180718-1315-0007,ch1,10,0,432.1818542480469
20180718-1315-0007,ch1,10,0,427.20904541015625
20180718-1315-0007,ch1,10,0,412.7733459472656
20180718-1315-0007,ch1,10,0,393.0406799316406
20180718-1315-0007,ch1,10,0,373.70947265625
20180718-1315-0007,ch1,10,0,359.8792419433594
20180718-1315-0007,ch1,10,0,354.43731689453125
20180718-1315-0007,ch1,10,0,357.3839416503906
20180718-1315-0007,ch1,10,0,365.93304443359375
20180718-1315-0007,ch1,10,0,376.6418151855469
20180718-1315-0007,ch1,10,0,385.1257019042969
20180718-1315-0007,ch1,10,0,389.3967590332031
20180718-1315-0007,ch1,10,0,389.2080078125
20180718-1315-0007,ch1,10,0,385.68487548828125
20180718-1315-0007,ch1,10,0,381.33526611328125
20180718-1315-0007,ch1,10,0,376.21307373046875
20180718-1315-0007,ch1,10,0,367.859130859375
20180718-1315-0007,ch1,10,0,351.94866943359375
20180718-1315-0007,ch1,10,0,323.3054504394531
20180718-1315-0007,ch1,10,0,279.8388671875
20180718-1315-0007,ch1,10,0,225.0837860107422
20180718-1315-0007,ch1,10,0,166.1246795654297
20180718-1315-0007,ch1,10,0,112.02667999267578
20180718-1315-0007,ch1,10,0,69.29154968261719
20180718-1315-0007,ch1,10,0,39.89019012451172
20180718-1315-0007,ch1,10,0,22.13629150390625
20180718-1315-0007,ch1,10,0,12.521329879760742
20180718-1315-0007,ch1,10,0,7.738751411437988
20180718-1315-0007,ch1,10,0,5.654603958129883
20180718-1315-0007,ch1,10,0,5.08054780960083
20180718-1315-0007,ch1,10,0,5.472489833831787
20180718-1315-0007,ch1,10,0,6.559133529663086
20180718-1315-0007,ch1,10,0,8.000736236572266
20180718-1315-0007,ch1,10,0,9.244756698608398
20180718-1315-0007,ch1,10,0,9.739144325256348
20180718-1315-0007,ch1,10,0,9.051058769226074
20180718-1315-0007,ch1,10,0,7.356291770935059
20180718-1315-0007,ch1,10,0,5.23091983795166
20180718-1315-0007,ch1,10,0,3.2481799125671387
20180718-1315-0007,ch1,10,0,1.8475055694580078
20180718-1315-0007,ch1,10,0,1.0160329341888428
20180718-1315-0007,ch1,10,0,0.5806421041488647
20180718-1315-0007,ch1,10,0,0.37251073122024536
20180718-1315-0007,ch1,10,0,0.2890005111694336
20180718-1315-0007,ch1,10,0,0.2839702367782593
20180718-1315-0007,ch1,10,0,0.35369551181793213
20180718-1315-0007,ch1,10,0,0.532909631729126
20180718-1315-0007,ch1,10,0,0.8867448568344116
20180718-1315-0007,ch1,10,0,1.4866249561309814
20180718-1315-0007,ch1,10,0,2.3421483039855957
20180718-1315-0007,ch1,10,0,3.3190367221832275
20180718-1315-0007,ch1,10,0,4.177433490753174
20180718-1315-0007,ch1,10,0,4.672143936157227
20180718-1315-0007,ch1,10,0,4.639377593994141
20180718-1315-0007,ch1,10,0,4.1371259689331055
20180718-1315-0007,ch1,10,0,3.3584537506103516
20180718-1315-0007,ch1,10,0,2.5068881511688232
20180718-1315-0007,ch1,10,0,1.7667852640151978
20180718-1315-0007,ch1,10,0,1.2024967670440674
20180718-1315-0007,ch1,10,0,0.810333251953125
20180718-1315-0007,ch1,10,0,0.5608313679695129
20180718-1315-0007,ch1,10,0,0.40717649459838867
20180718-1315-0007,ch1,10,0,0.3175657391548157
20180718-1315-0007,ch1,10,0,0.27191585302352905
20180718-1315-0007,ch1,10,0,0.26141756772994995
20180718-1315-0007,ch1,10,0,0.2892388105392456
20180718-1315-0007,ch1,10,0,0.374877005815506
20180718-1315-0007,ch1,10,0,0.5552529096603394
20180718-1315-0007,ch1,10,0,0.9070320129394531
20180718-1315-0007,ch1,10,0,1.4940478801727295
20180718-1315-0007,ch1,10,0,2.283963918685913
20180718-1315-0007,ch1,10,0,3.0692107677459717
20180718-1315-0007,ch1,10,0,3.5304689407348633
20180718-1315-0007,ch1,10,0,3.471208333969116
20180718-1315-0007,ch1,10,0,2.9105305671691895
20180718-1315-0007,ch1,10,0,2.095592975616455
20180718-1315-0007,ch1,10,0,1.3346030712127686
20180718-1315-0007,ch1,10,0,0.7920132875442505
20180718-1315-0007,ch1,10,0,0.4787886440753937
20180718-1315-0007,ch1,10,0,0.3276275098323822
20180718-1315-0007,ch1,10,0,0.2807736396789551
20180718-1315-0007,ch1,10,0,0.3170086145401001
20180718-1315-0007,ch1,10,0,0.46432769298553467
20180718-1315-0007,ch1,10,0,0.8046795129776001
20180718-1315-0007,ch1,10,0,1.4581689834594727
20180718-1315-0007,ch1,10,0,2.494117259979248
20180718-1315-0007,ch1,10,0,3.725923776626587
20180718-1315-0007,ch1,10,0,4.703797340393066
20180718-1315-0007,ch1,10,0,4.964542388916016
20180718-1315-0007,ch1,10,0,4.374396324157715
