0,1,2,3,4,loc,mean,prot,sample,sd
20180718-1315-0007,HPCA,cyto,5981.833024204841,3361.7348435744066,,,,,
20180718-1315-0007,HPCA,memb,1397.084874016898,1379.3762289279782,,,,,
20180718-1315-0007,YFP,cyto,28659.032761578048,14253.955879070654,,,,,
20180718-1315-0007,YFP,memb,27848.19873046875,21725.12536356423,,,,,
