0,1,2,3,4,loc,mean,prot,sample,sd
20180718-1315-0007,HPCA,cyto,14358.610849380493,3575.22396289974,,,,,
20180718-1315-0007,HPCA,memb,2840.096844702959,2642.70581617006,,,,,
20180718-1315-0007,YFP,cyto,26700.520245552063,23965.256095336354,,,,,
20180718-1315-0007,YFP,memb,29285.40190887451,14467.051837835412,,,,,
