sample,channel,frame,angl,val
20180718-1252-0001,ch2,19,0,1065.55224609375
20180718-1252-0001,ch2,19,0,1112.3935546875
20180718-1252-0001,ch2,19,0,1144.211669921875
20180718-1252-0001,ch2,19,0,1183.6552734375
20180718-1252-0001,ch2,19,0,1229.3173828125
20180718-1252-0001,ch2,19,0,1277.223876953125
20180718-1252-0001,ch2,19,0,1322.4951171875
20180718-1252-0001,ch2,19,0,1360.025390625
20180718-1252-0001,ch2,19,0,1385.6173095703125
20180718-1252-0001,ch2,19,0,1397.342041015625
20180718-1252-0001,ch2,19,0,1394.50048828125
20180718-1252-0001,ch2,19,0,1377.65478515625
20180718-1252-0001,ch2,19,0,1348.9273681640625
20180718-1252-0001,ch2,19,0,1312.33935546875
20180718-1252-0001,ch2,19,0,1273.71484375
20180718-1252-0001,ch2,19,0,1240.1744384765625
20180718-1252-0001,ch2,19,0,1218.736083984375
20180718-1252-0001,ch2,19,0,1213.46435546875
20180718-1252-0001,ch2,19,0,1224.5634765625
20180718-1252-0001,ch2,19,0,1246.88916015625
20180718-1252-0001,ch2,19,0,1269.88134765625
20180718-1252-0001,ch2,19,0,1280.7235107421875
20180718-1252-0001,ch2,19,0,1267.573974609375
20180718-1252-0001,ch2,19,0,1224.671875
20180718-1252-0001,ch2,19,0,1154.4990234375
20180718-1252-0001,ch2,19,0,1066.6041259765625
20180718-1252-0001,ch2,19,0,974.4402465820312
20180718-1252-0001,ch2,19,0,889.9017944335938
20180718-1252-0001,ch2,19,0,820.847900390625
20180718-1252-0001,ch2,19,0,769.9164428710938
20180718-1252-0001,ch2,19,0,735.2374267578125
20180718-1252-0001,ch2,19,0,712.81787109375
20180718-1252-0001,ch2,19,0,698.0007934570312
20180718-1252-0001,ch2,19,0,687.3751831054688
20180718-1252-0001,ch2,19,0,679.5222778320312
20180718-1252-0001,ch2,19,0,675.2805786132812
20180718-1252-0001,ch2,19,0,676.9447631835938
20180718-1252-0001,ch2,19,0,687.1480712890625
20180718-1252-0001,ch2,19,0,707.6130981445312
20180718-1252-0001,ch2,19,0,737.590576171875
20180718-1252-0001,ch2,19,0,773.315673828125
20180718-1252-0001,ch2,19,0,807.9056396484375
20180718-1252-0001,ch2,19,0,832.72705078125
20180718-1252-0001,ch2,19,0,839.935791015625
20180718-1252-0001,ch2,19,0,824.7522583007812
20180718-1252-0001,ch2,19,0,787.11376953125
20180718-1252-0001,ch2,19,0,731.520751953125
20180718-1252-0001,ch2,19,0,664.4493408203125
20180718-1252-0001,ch2,19,0,592.9815673828125
20180718-1252-0001,ch2,19,0,522.5178833007812
20180718-1252-0001,ch2,19,0,456.7594299316406
20180718-1252-0001,ch2,19,0,398.2893371582031
20180718-1252-0001,ch2,19,0,348.4359130859375
20180718-1252-0001,ch2,19,0,308.25164794921875
20180718-1252-0001,ch2,19,0,277.44500732421875
20180718-1252-0001,ch2,19,0,254.49765014648438
20180718-1252-0001,ch2,19,0,236.2471160888672
20180718-1252-0001,ch2,19,0,217.9830322265625
20180718-1252-0001,ch2,19,0,194.9158935546875
20180718-1252-0001,ch2,19,0,164.51727294921875
20180718-1252-0001,ch2,19,0,128.1974334716797
20180718-1252-0001,ch2,19,0,90.75901794433594
20180718-1252-0001,ch2,19,0,57.95859146118164
20180718-1252-0001,ch2,19,0,33.5843505859375
20180718-1252-0001,ch2,19,0,18.109407424926758
20180718-1252-0001,ch2,19,0,9.553653717041016
20180718-1252-0001,ch2,19,0,5.309169769287109
20180718-1252-0001,ch2,19,0,3.3968734741210938
20180718-1252-0001,ch2,19,0,2.6881465911865234
20180718-1252-0001,ch2,19,0,2.673762559890747
20180718-1252-0001,ch2,19,0,3.1801469326019287
20180718-1252-0001,ch2,19,0,4.166711330413818
20180718-1252-0001,ch2,19,0,5.5906782150268555
20180718-1252-0001,ch2,19,0,7.319853782653809
20180718-1252-0001,ch2,19,0,9.06739616394043
20180718-1252-0001,ch2,19,0,10.487987518310547
20180718-1252-0001,ch2,19,0,11.289432525634766
20180718-1252-0001,ch2,19,0,11.303754806518555
20180718-1252-0001,ch2,19,0,10.584383964538574
20180718-1252-0001,ch2,19,0,9.310723304748535
20180718-1252-0001,ch2,19,0,7.746286869049072
20180718-1252-0001,ch2,19,0,6.1446332931518555
20180718-1252-0001,ch2,19,0,4.70231294631958
20180718-1252-0001,ch2,19,0,3.5476810932159424
20180718-1252-0001,ch2,19,0,2.7007689476013184
20180718-1252-0001,ch2,19,0,2.1455554962158203
20180718-1252-0001,ch2,19,0,1.82977294921875
20180718-1252-0001,ch2,19,0,1.7024017572402954
