0,1,2,3,4,loc,mean,prot,sample,sd
20180718-1252-0001,HPCA,cyto,11989.153481238522,4320.031784647279,,,,,
20180718-1252-0001,HPCA,memb,10235.074872851372,9693.82584418574,,,,,
20180718-1252-0001,YFP,cyto,25185.25447798684,15093.354327309282,,,,,
20180718-1252-0001,YFP,memb,52700.4169883728,44905.914788624585,,,,,
