0,1,2,3,4,loc,mean,prot,sample,sd
20180718-1315-0007,HPCA,cyto,13898.53807292265,4756.612261591631,,,,,
20180718-1315-0007,HPCA,memb,3184.4712618869894,2778.8924310684824,,,,,
20180718-1315-0007,YFP,cyto,23398.054517409382,18119.171630850404,,,,,
20180718-1315-0007,YFP,memb,33625.25492230584,24719.394024542376,,,,,
