0,1,2,3,4,loc,mean,prot,sample,sd
20180718-1315-0007,HPCA,cyto,,,,,,,
20180718-1315-0007,HPCA,memb,,,,,,,
20180718-1315-0007,YFP,cyto,,,,,,,
20180718-1315-0007,YFP,memb,,,,,,,
