0,1,2,3,4,loc,mean,prot,sample,sd
20180718-1300-0004,HPCA,cyto,6254.331268751786,3555.3232528574035,,,,,
20180718-1300-0004,HPCA,memb,2547.763667954339,2289.2914206300493,,,,,
20180718-1300-0004,YFP,cyto,110036.59598711133,45970.753558903016,,,,,
20180718-1300-0004,YFP,memb,92630.46888563369,71102.3192695452,,,,,
