0,1,2,3,4,loc,mean,prot,sample,sd
20180718-1252-0001,HPCA,cyto,12477.383001478875,4432.804678161945,,,,,
20180718-1252-0001,HPCA,memb,10379.600720706052,10571.1330369849,,,,,
20180718-1252-0001,YFP,cyto,26284.202878983968,15507.896279733062,,,,,
20180718-1252-0001,YFP,memb,52336.83937511705,46671.00079538226,,,,,
